ques,skill
2401,107
2535,107
6286,48
3729,87
7317,7
1491,71
173,55
10990,65
668,34
4009,77
4828,180
9699,152
11631,61
8711,48
11765,61
8729,65
11693,158
7397,151
5182,119
8952,110
2730,174
2220,72
9539,55
3317,119
304,107
6295,110
9219,50
2560,113
6119,69
594,61
198,61
621,164
2512,72
9798,107
5362,63
3609,119
9596,158
3347,119
7882,142
11563,61
3101,63
8789,65
5217,89
2278,26
4198,110
6135,171
5491,69
1785,93
362,61
9640,56
4511,48
6489,110
6623,110
7798,40
1535,103
93,21
8023,158
11801,10
4490,110
8953,65
11644,26
4228,110
5482,141
9730,107
2460,16
4316,115
3920,115
8323,19
7368,55
7502,55
8983,65
884,119
2775,27
4258,110
9758,61
2356,43
6549,137
9100,61
238,129
1372,58
840,170
4758,59
1846,99
8971,31
8668,30
3943,75
1363,130
5857,152
3850,69
185,94
10280,119
1078,119
3538,147
1655,130
11278,160
10069,57
3746,69
6571,30
7691,61
9213,72
3401,34
11258,43
6492,87
11557,110
2295,59
1637,59
6205,30
11573,54
9519,155
8820,154
11511,115
1478,187
8341,119
11587,110
186,49
2385,110
2822,111
8491,63
10791,176
2535,54
3636,35
6346,46
9326,110
8602,52
1200,34
11617,110
11691,59
11295,59
11751,110
8521,63
9849,43
3627,107
9752,110
6343,98
9094,110
5258,61
11424,65
1900,14
5835,72
11781,110
3393,61
4989,21
5113,87
3657,107
2215,25
9782,110
11454,65
3374,169
10297,152
2169,30
6438,119
766,61
7574,94
10688,158
7312,94
9626,105
6054,129
3082,118
5410,27
11783,132
4711,26
3057,61
1799,96
2712,26
1481,164
3768,72
1192,61
1852,107
5267,99
3871,170
8513,90
11303,30
1344,51
4582,181
488,66
1356,61
6937,166
6689,64
1224,107
5866,27
11556,102
7497,8
9677,19
4447,114
11071,30
10075,65
11535,164
2906,26
9072,30
3566,72
136,149
5535,48
11264,51
9579,19
4930,59
8230,101
8964,96
240,98
2232,58
9840,144
7295,8
8755,107
8524,174
1512,119
4886,110
827,16
4698,59
3702,94
11423,57
10305,72
7325,8
8350,179
3458,84
11724,170
645,160
11099,118
8523,107
2200,119
9426,103
5312,110
620,103
5551,126
6811,137
3313,110
11527,6
9498,164
4606,69
8551,61
9986,103
8643,0
6950,107
9231,170
2209,181
2283,130
3417,59
3215,110
11355,57
276,47
6704,51
804,166
7065,30
4029,34
11200,119
1181,89
360,125
8500,72
5561,9
9620,103
8238,72
7976,72
11672,114
10568,27
9673,114
11500,7
6297,50
9296,164
7206,46
7297,164
588,110
8926,72
2079,84
10124,171
8969,119
4089,61
4353,107
4091,107
7921,149
11276,90
651,58
4388,101
4462,50
10480,156
5394,30
5223,148
7578,160
704,69
10005,48
46,69
3857,61
11001,43
2960,75
4682,174
9186,130
1118,59
460,59
5424,30
1095,75
2256,107
6461,26
10621,172
7608,160
4968,164
6537,21
7583,103
9577,136
4151,107
11668,75
5553,36
331,29
8531,27
1148,59
4526,169
11620,34
2024,107
8147,37
9704,69
122,40
764,69
7466,53
1351,14
8462,48
2809,40
11372,90
2974,107
3708,72
7418,12
11289,55
8276,43
7247,130
8575,110
2351,101
647,19
10891,167
490,35
10643,65
3505,93
5631,53
4134,72
3738,72
7582,12
3888,16
3952,31
1725,174
85,107
4911,114
8648,157
9419,34
520,35
10238,137
4028,26
11314,61
9120,152
11737,164
1217,148
4164,72
5525,165
249,107
4918,130
5716,110
7667,69
11216,61
4530,21
1026,149
11614,107
5291,119
6392,100
1001,92
15,61
2195,72
2956,170
2271,67
5779,58
7697,69
8208,19
3046,63
10126,30
7903,137
2223,26
7090,34
11809,174
8985,61
8185,8
11825,118
7595,142
5776,110
3136,114
5427,141
9673,61
4043,37
11195,72
9675,107
3040,2
1287,58
4760,28
2844,63
7546,34
4075,110
3679,110
9992,164
7925,30
9045,61
10082,57
6009,65
1680,110
7405,179
7518,56
1222,171
7751,35
5662,142
9471,61
8089,30
1234,181
3267,142
1844,110
7472,61
6814,61
6948,61
10487,119
7474,107
4209,59
10241,63
8818,31
10375,63
5213,107
1338,130
9156,26
2210,59
1814,59
2994,141
1552,59
3429,69
3503,18
6254,30
6978,61
11185,53
9308,16
4717,61
11525,94
5243,107
10941,43
7235,67
60,48
2240,59
10817,7
7404,61
8961,93
3114,34
7742,56
8220,58
10895,48
10569,63
1439,131
5617,102
3542,107
11773,172
331,110
69,110
6693,26
3107,152
531,141
5435,61
11339,65
6903,21
5814,57
5249,56
2912,61
5092,72
3310,107
2914,107
9039,110
99,110
3483,35
1903,19
404,157
3425,30
11369,65
5906,181
5279,56
3338,61
2942,61
7510,32
7489,94
1838,132
2972,61
4267,93
9536,111
9247,8
9307,59
9439,178
6533,63
1505,107
4064,114
7572,105
8296,136
5390,21
6528,69
7574,151
5755,119
7312,151
9566,111
10424,142
3055,72
11059,158
9207,178
7099,43
1273,107
877,107
1574,35
7002,110
7602,105
3166,61
4700,109
4603,176
905,61
3522,73
3219,72
1441,41
1928,159
3980,170
7467,38
11567,133
958,72
3996,114
275,15
11218,164
10822,164
6460,69
590,26
2246,37
7499,111
4539,110
6867,19
6564,18
96,26
1358,140
10678,169
3637,130
5268,111
772,16
5328,162
7031,19
11368,57
10275,129
8852,97
2966,110
10844,57
4548,172
2702,37
9726,72
8730,107
2145,119
3702,151
5298,111
5009,8
4807,59
5333,105
1499,129
2600,110
5310,121
758,94
832,43
10851,73
4340,34
5064,65
8498,107
2410,171
9535,103
11554,166
11281,7
2778,8
2368,110
3884,141
9522,26
8264,61
3877,101
11122,135
5492,111
9666,155
7921,72
11617,114
9018,119
876,99
6440,35
8319,118
11734,110
2868,59
2472,59
6246,169
473,59
5464,133
6980,164
395,176
908,172
8786,119
11764,110
5690,72
9064,63
4036,107
563,110
4943,30
7389,160
7597,109
1474,152
9490,63
1014,167
9393,130
232,131
10325,110
989,110
9640,7
4653,52
6778,164
7668,110
11102,152
4779,164
10343,100
9258,63
4230,107
3834,107
5364,36
1571,61
4871,103
6125,134
2231,107
2365,107
11606,35
3427,133
3996,61
8269,84
1997,61
2096,40
3653,72
4938,170
8281,94
10972,55
1737,107
7425,109
10900,152
592,19
9454,136
10588,65
3172,149
3943,26
1256,184
3683,72
11627,107
11761,107
4518,119
2639,36
6013,27
7603,7
1422,72
1455,20
2501,102
5252,114
10356,65
413,30
11657,107
2135,129
4414,119
11568,35
4548,119
5682,48
1714,72
1788,21
7412,8
11545,51
4886,114
4440,27
9307,35
11846,164
10503,61
7096,152
5846,48
3623,155
5450,48
1616,72
11800,169
4802,12
7207,141
5503,59
11480,164
11191,61
2729,63
7126,152
9877,164
1248,26
9615,164
10586,72
9516,158
9194,107
9763,35
6117,110
4661,130
5533,59
7764,35
348,119
3856,110
3460,110
3594,110
9511,164
4318,141
4351,89
9645,164
8960,61
5283,69
195,62
3858,156
7440,96
9358,107
8962,107
271,57
9999,103
5959,59
1308,53
7555,19
2106,33
2166,84
6963,107
10306,31
2444,28
7000,174
8027,14
281,186
11081,27
3362,110
1213,166
10285,93
4760,85
5692,65
9388,107
1074,7
2518,135
2971,80
9284,134
11276,94
3466,59
7277,51
7772,30
4140,3
1655,110
1030,58
1164,58
5773,30
8549,72
1504,99
9850,114
9910,165
5292,107
7969,170
4956,158
1423,110
1161,110
5407,30
6527,61
11072,48
4662,61
2136,167
11185,110
1601,8
6953,61
2684,157
2931,34
11525,151
9417,16
4430,61
7730,103
8241,53
7445,119
11215,110
7839,46
1953,59
4630,122
4745,72
8540,93
4935,169
3190,86
2961,34
10247,69
5118,61
715,157
10016,136
2344,65
5171,72
110,168
3919,87
3294,35
8588,110
8037,7
5874,165
4203,31
11448,65
11052,65
11786,60
2887,61
8511,48
2229,61
4939,72
4543,72
3285,107
3023,107
2627,107
9014,110
8389,58
6240,114
10818,19
3796,30
7956,176
3264,169
11082,65
1954,14
6491,110
4707,72
3315,107
5670,119
182,178
1054,107
9631,55
1852,87
9730,34
3904,98
2025,15
8895,172
3747,114
4941,94
2662,77
4219,109
686,61
10503,142
2476,72
5528,12
6947,110
5068,27
3911,114
10535,30
650,0
4783,43
10572,97
2766,26
2370,26
1310,46
1846,26
11446,72
5880,63
7074,43
11644,87
9429,55
7280,111
9563,55
8097,141
6655,59
5958,131
4139,99
6319,110
11476,72
10480,107
8661,75
5889,152
671,72
4045,63
6064,126
4746,110
4820,59
4880,110
10246,61
9850,61
254,134
5581,157
4956,105
10248,107
7672,96
740,27
2256,58
8495,163
1959,37
8249,107
439,72
7987,107
5007,43
7302,4
3625,12
2536,48
4850,59
983,135
9059,97
6120,34
6543,137
10655,57
4493,172
7753,61
6256,80
731,72
8151,107
6439,137
8827,97
2242,109
2679,110
6663,30
5133,101
10359,72
1957,125
4023,34
8181,107
5524,107
9220,149
758,151
11649,110
2387,59
471,94
9939,21
448,110
8963,119
5688,107
2813,59
11128,7
2289,59
7917,10
9837,94
612,110
8731,119
11461,8
7784,16
9710,110
4154,35
642,110
9219,58
11137,69
4888,30
6808,114
856,39
7606,94
11363,8
1831,96
1905,45
1742,24
9189,7
179,177
3687,168
1224,34
1785,101
3515,61
3119,61
3253,61
5567,72
3954,108
9394,8
1914,107
1518,107
3679,61
8554,152
6661,171
1680,61
9350,59
9484,59
3598,72
11738,19
4883,170
11319,35
4299,119
7122,7
8904,157
7487,105
10137,65
2968,26
1710,61
2733,159
10974,158
2471,159
4725,119
7253,59
5104,115
1105,72
10967,118
544,35
10167,65
5576,110
4720,125
1740,61
10317,9
11266,158
8764,96
11400,158
1133,26
4870,69
4493,119
3808,16
10585,174
1793,72
7283,59
8766,142
9537,19
1531,72
139,107
9935,65
5284,59
7276,19
2193,164
10448,61
8332,65
6950,34
11733,159
365,46
5395,48
7521,8
802,20
2625,171
2658,119
3495,27
11136,61
4652,125
1020,98
3509,110
9560,164
300,159
3822,48
1246,37
9312,35
2393,171
2426,119
7223,142
5478,59
11704,114
6616,107
3696,94
788,98
7185,35
2056,27
3176,58
9590,164
2881,110
8905,61
10462,93
7919,30
1598,88
11718,170
4390,101
8562,72
8944,174
6908,107
1453,84
9620,164
11521,6
9473,114
170,62
8807,61
1405,43
1465,94
5202,137
6033,65
5637,65
1308,110
7359,164
6808,61
8988,72
9846,103
2444,85
1745,84
3261,115
9165,119
3411,59
7585,103
9765,114
8837,61
1435,43
1734,110
1338,110
1472,110
1511,38
5248,81
6442,61
7999,93
9876,103
8890,72
3406,65
6974,107
10725,48
2946,80
1449,99
4181,61
6495,72
7615,103
7689,52
9271,114
6967,67
9248,130
1046,59
8126,26
7291,164
8901,22
1518,54
631,2
4607,61
7383,103
3324,9
9375,63
4609,107
4743,107
11532,90
1136,110
5120,30
1985,55
3542,87
7015,57
7526,7
5322,164
5831,41
6689,72
481,34
10486,166
6443,16
1603,111
2774,107
5490,98
6455,26
2052,122
2151,101
4405,61
511,34
5180,57
4877,56
7931,69
10532,110
2144,61
812,147
2804,107
7308,63
5159,119
8106,43
527,163
8009,110
2517,50
2255,50
3053,30
10601,65
4090,26
242,152
10710,8
4622,72
883,148
7278,12
8870,38
10330,137
11161,65
3858,26
3992,26
8028,136
9812,147
249,168
1859,26
5615,119
9426,111
1294,25
8405,59
339,61
2391,72
5369,63
3946,31
737,107
341,107
1475,36
5404,57
11570,61
10188,30
2368,61
8930,65
394,118
6142,171
11706,107
9994,164
658,164
9606,55
9633,158
4941,151
3122,119
2819,118
1468,154
1542,103
10876,30
8300,19
3594,114
11734,61
7042,54
2798,180
2490,27
2187,26
11218,144
9473,61
533,61
137,61
2129,21
8182,148
1597,160
8157,91
6660,110
4265,110
8728,65
4003,110
7833,152
8383,30
301,61
8878,9
6467,65
9767,107
9422,72
657,73
3654,114
4691,110
5590,142
3771,110
3845,59
4602,38
6957,50
1929,94
974,130
1409,58
250,72
7932,107
7670,107
10287,119
3661,130
1085,119
8443,30
11285,160
1936,110
6826,132
9443,144
11361,155
7436,61
7962,107
8022,158
9766,16
11643,26
8797,154
10729,63
4963,178
1601,12
5701,107
2228,110
648,94
9646,72
1619,2
5927,46
8093,159
8140,5
825,141
7781,72
11182,166
175,32
1212,28
2332,59
1808,59
6638,30
4039,35
8896,109
2944,34
9030,109
5101,61
5631,61
6520,159
8512,119
471,151
11758,110
184,94
6383,46
5399,61
7121,160
5242,77
5663,107
7234,37
9837,151
11788,110
3400,61
5580,72
8981,166
7572,32
7995,135
9886,43
7310,32
3268,107
3798,107
6776,98
9131,110
6949,26
1599,19
3643,169
1304,101
3719,164
3430,61
3168,61
3529,40
3828,107
6544,98
9194,58
4110,170
8416,141
5114,26
10730,152
4334,36
9325,110
5967,63
7483,94
1201,107
7161,43
11789,65
5204,77
4290,114
3279,26
4762,109
6344,171
1363,61
5898,84
342,9
6319,114
11627,87
7513,94
1627,107
2913,26
1944,164
1259,61
735,61
9463,178
10597,107
10335,107
5109,166
4746,114
9586,19
4558,63
194,87
4164,109
6814,69
2048,113
1161,61
5238,172
420,26
10268,174
7494,178
9354,19
4118,114
2769,31
4990,43
8327,152
2616,166
1816,113
6697,19
10527,61
11168,57
712,26
1529,56
9137,142
1110,72
11147,119
3079,48
10819,61
11332,57
4312,141
2433,58
3019,155
4180,187
1274,72
8822,107
4763,13
8923,159
8560,107
8956,107
11177,119
2076,171
5161,59
2585,48
11515,114
9071,30
4305,74
4816,24
5788,157
36,170
1170,99
3088,110
7468,30
10580,21
10640,72
10244,72
4036,34
8986,107
11207,119
6014,96
3696,151
8641,72
11679,114
4584,24
2856,110
2990,110
9303,164
7599,82
8356,61
954,43
3268,54
7461,148
3402,54
9952,21
480,160
614,160
669,59
2472,120
6755,107
6359,107
7167,51
3094,59
11275,7
2403,141
9846,160
1021,110
8101,77
9295,57
10396,38
4267,101
5401,30
8177,72
9798,119
1955,136
3124,59
9478,114
4359,40
9193,130
8071,26
8205,26
1523,105
7615,160
6266,77
4975,164
479,69
3632,61
3269,9
421,64
9058,63
8538,27
1155,59
1215,110
10456,38
893,59
534,126
6236,26
7383,160
8591,38
946,70
3200,30
9810,48
7358,103
1284,65
4322,107
6939,119
4456,107
5229,30
7413,160
7924,110
10236,48
2436,169
10817,178
7589,12
11427,107
2487,107
5238,119
1829,107
1903,56
3023,87
11765,102
7329,58
10020,19
7420,176
5042,180
1767,168
4035,26
7630,171
8533,167
3909,72
7357,12
2517,107
1892,55
4187,16
7186,130
7621,58
4486,83
7037,7
2100,169
6119,110
3863,77
6991,12
7117,151
573,164
1008,92
8088,59
22,61
5512,48
8148,110
8189,111
3629,31
2963,170
4231,99
3571,26
11515,61
10358,148
1706,26
5443,69
5938,48
126,10
9578,158
1116,160
3083,63
11679,61
1646,133
2881,114
11681,107
2481,180
5473,69
6956,152
82,61
11188,174
5320,12
3097,119
2909,68
4804,95
9931,30
2911,114
7192,55
3150,130
3874,161
2525,78
1766,26
9999,164
9475,164
11044,21
10184,102
5306,90
9478,61
9901,164
9505,164
680,114
10946,21
11373,88
8873,72
7145,158
6990,55
7031,56
5565,142
1929,151
3558,59
8825,31
9972,165
5239,157
2143,110
10021,57
3436,69
7536,164
7247,61
2541,156
5900,24
11134,48
4871,111
9664,170
11268,48
5250,107
10051,57
1985,59
166,27
1286,58
6029,30
8933,72
3346,152
7487,56
4754,61
7464,72
1753,59
7441,61
7482,62
2,161
7820,57
10423,171
6438,26
9509,16
4918,61
1212,85
5182,107
8993,99
5316,107
127,48
1783,59
11719,54
9960,73
106,110
5237,164
6866,72
11114,65
6218,36
2687,61
4853,174
11209,110
1355,147
2951,107
8814,110
11406,65
5112,61
1521,35
8527,53
11144,65
11204,116
4371,26
2717,61
1123,147
3377,107
8308,130
11692,55
2719,107
8582,110
8219,58
7398,94
9578,105
10675,152
10279,152
6280,109
9291,48
1192,102
3405,61
7909,17
5135,21
4873,21
3260,57
9270,110
882,61
6174,63
6234,114
6308,63
8129,141
8302,69
5924,73
9077,65
6264,114
10708,19
7136,43
2807,88
4799,48
1951,103
10077,152
4003,114
3741,114
9068,137
8078,152
5213,38
2334,26
185,82
10278,61
6962,48
680,61
4279,170
10280,107
3621,170
6941,110
4355,165
733,72
8207,158
3748,130
11566,26
4546,110
5243,38
710,61
3024,72
7198,116
9572,178
425,77
7233,110
7274,111
1025,72
4459,114
10625,118
5234,110
5275,111
4609,58
8783,102
6527,69
7038,19
10338,61
3056,145
5310,105
8160,96
6011,152
1129,21
9733,72
3484,33
8737,107
5338,59
4606,110
87,31
9784,10
8724,30
1704,114
3137,110
9761,26
9188,164
559,26
297,26
7730,111
8241,61
6702,19
8424,118
1412,63
6679,35
3167,110
589,26
8298,164
1003,43
8388,57
11624,114
4878,178
6709,35
10902,129
6843,35
6447,35
8779,63
4407,34
3749,34
8740,108
11792,48
713,38
181,177
6304,107
6611,35
1960,29
2257,23
4175,34
9395,160
966,110
704,110
308,110
9281,58
7462,26
9504,103
11234,63
6468,107
1743,152
6569,159
755,48
6296,0
4207,107
3811,107
9559,160
7754,26
808,59
150,59
183,7
1074,178
5155,31
4852,30
7298,160
1847,101
8302,16
9325,114
10362,110
1036,44
9966,110
9704,110
764,110
838,59
11655,69
576,59
180,59
11197,157
518,54
4711,148
7328,160
6703,108
454,69
192,69
1675,152
833,65
3922,72
606,59
7358,160
1119,55
3860,133
5291,26
5687,26
7073,176
9937,65
4398,159
4348,72
1772,61
5468,103
1774,107
2605,35
5356,47
7348,7
328,91
1429,72
2411,169
10229,65
2510,148
3322,26
3359,93
7228,63
2200,107
1195,26
7667,110
284,142
8102,38
10393,65
5668,110
10131,65
11614,148
2030,46
3389,93
1570,61
1704,61
3884,72
11828,107
11432,107
11605,35
4719,119
8093,110
8909,107
103,107
767,87
5698,110
670,154
11487,164
2812,58
7479,8
10018,137
9770,35
5600,110
10242,30
9652,164
4302,157
8969,107
2122,119
8872,174
80,72
9878,103
4749,95
2990,114
841,170
4027,110
6974,34
3309,59
9393,61
6803,152
9131,61
8735,61
11183,72
5200,152
1368,37
2925,69
7194,158
7965,35
565,63
5465,19
8765,61
9584,164
8503,61
11213,72
5729,65
4347,34
8556,72
9676,103
6902,107
7337,35
3008,80
9876,164
1488,115
4466,106
7809,30
8929,61
10863,43
7353,164
9244,72
5674,142
4966,55
9759,114
796,130
1930,59
138,130
647,7
8913,93
7094,61
6617,72
923,63
5097,107
7673,118
7452,119
6307,31
9405,124
5472,169
2533,106
8524,109
714,74
3009,35
8188,160
2797,152
2912,102
4863,61
4467,61
4205,61
2089,65
1753,116
1827,65
6197,21
8616,48
10332,110
1466,59
11526,90
2866,107
3697,35
4844,169
6110,25
11505,152
3773,30
10779,48
7644,73
4235,61
603,34
6945,72
7968,170
2921,164
11226,178
4550,72
2007,9
5629,102
2731,40
8421,115
2896,107
3727,35
2634,107
6008,98
2372,107
9155,110
11089,65
5684,159
977,29
11128,178
4254,87
9185,110
8923,110
7768,58
665,107
7442,73
9696,33
174,55
1220,137
10991,65
8083,69
1968,30
2692,61
2430,61
7398,151
68,9
8557,110
2745,72
5397,78
6692,110
6296,110
11662,61
10505,148
6933,172
5475,119
9038,9
9585,178
7081,43
10878,137
9570,55
6984,110
7932,34
1842,25
11745,72
625,61
9551,163
363,61
10487,107
9829,107
11780,66
9641,56
3378,119
7585,111
2982,119
6752,110
6490,110
2431,16
282,72
4153,115
6407,75
8647,137
10600,169
3132,63
7962,34
4753,110
4229,110
7663,152
5784,69
8871,30
3695,176
5398,33
9993,107
10824,35
3523,69
7829,40
4940,94
3921,115
1805,119
4595,59
1485,114
8243,30
9759,61
8804,97
3718,136
1610,1
1177,119
8834,97
6318,137
5922,137
1725,109
3979,69
9669,144
10366,72
11224,103
186,94
1718,69
8361,35
5317,178
9002,31
5302,55
1260,130
1870,59
2627,38
9437,144
6176,30
193,110
6473,24
1486,69
6316,40
2408,115
10723,63
5332,55
11686,110
7627,16
244,48
2484,110
4812,19
8215,186
9803,93
9844,94
3828,34
11100,171
8472,0
11512,115
8342,119
1431,146
3464,107
10212,89
9226,58
8393,57
8067,72
2321,65
7188,103
11618,110
8349,135
11370,8
2259,126
6507,119
679,110
8460,124
10792,152
6933,119
4792,36
9286,58
7467,26
447,110
521,59
162,126
7273,160
11455,65
9339,69
8279,89
3948,61
5604,72
6536,52
3628,56
4560,36
551,59
11483,19
7575,94
1689,107
11271,136
9889,105
2561,36
1064,55
4477,159
7566,166
1719,107
1457,107
5400,26
6957,58
7031,7
7320,110
9648,19
9873,137
2364,30
9912,65
1485,61
3141,72
11621,87
4238,119
7612,110
6987,58
880,72
4576,114
1103,117
781,66
2338,98
3472,27
7591,172
11402,164
5615,156
2676,93
1253,61
931,10
1170,26
1913,107
7394,8
10508,72
4284,63
8854,107
2665,119
450,87
5777,110
11143,61
1336,72
7026,147
307,159
8884,107
9018,107
2299,119
5807,110
3666,27
5283,110
11711,114
9259,169
6493,34
5175,18
9046,61
10306,72
9310,107
11725,170
8817,174
3624,151
4991,59
621,103
2654,64
2293,58
4547,18
6486,152
9499,164
8418,61
9975,93
10672,21
5382,65
2608,69
3365,48
6683,107
7180,159
3478,110
9529,164
8844,61
2548,176
3131,2
5412,65
1479,110
11826,171
2376,69
9621,103
5292,148
3358,166
8239,72
7243,107
6585,107
11489,27
3052,59
7259,51
4322,34
3066,142
7164,164
226,58
2480,18
1162,2
6615,107
5907,20
7390,103
7563,31
4750,107
8050,149
8600,27
1613,59
881,110
1351,59
1015,110
652,58
2832,69
8957,72
11574,84
3211,65
4727,96
9980,170
11155,100
2390,101
571,69
6360,123
9734,114
9150,63
4518,107
10509,110
6924,57
7411,175
7920,52
3888,61
7584,103
7749,170
8433,48
9217,130
4465,72
9592,7
5488,170
2549,107
4178,15
4576,61
2924,169
6494,72
682,34
3835,26
7591,119
7805,48
2975,107
2579,107
4631,118
10286,172
4583,77
10510,65
4261,26
8132,69
8493,48
4921,72
4397,72
3803,87
11681,34
8472,110
8606,110
8284,59
3953,31
9610,158
86,107
521,35
4029,26
424,102
2375,61
3701,160
7555,7
2168,118
9413,152
11741,61
8967,65
6179,171
11743,107
5917,171
6030,48
542,107
7696,23
280,107
10255,30
9195,50
11771,61
8997,65
2453,78
4010,110
7840,152
7444,152
10195,164
3123,58
570,61
7254,28
9834,158
1766,87
9250,107
4195,48
8716,173
10419,30
7284,55
4174,110
4972,90
2033,27
9674,61
8249,148
4415,172
3468,69
10030,46
3144,130
3942,110
6668,65
5639,152
4940,151
7994,164
3632,69
421,72
1508,155
8029,158
874,17
4234,110
1732,48
4368,110
11429,27
11217,144
1198,114
3889,75
7424,169
3751,141
9389,26
2369,110
4920,34
2804,38
8024,164
3266,69
5497,45
11247,171
7227,5
4398,110
5476,107
5214,107
6728,65
2003,110
7241,61
9421,72
8264,159
10518,119
1693,69
4483,9
9309,16
10668,63
8183,170
11765,110
973,130
3287,141
2602,38
1979,59
191,94
6151,30
11216,53
6376,148
302,110
8046,57
3206,152
10286,119
7324,72
3356,96
11496,43
5670,107
9844,151
6864,87
6468,87
11795,110
9902,129
2197,110
3145,34
10,59
5698,61
9610,105
11503,59
121,48
5093,72
8904,64
9265,43
748,146
100,110
7326,94
4084,30
8881,53
7062,21
7188,160
7000,109
3205,61
5257,72
7511,32
9390,115
9272,59
9728,110
3258,72
6954,114
6222,165
7356,94
47,75
7490,94
10965,137
4320,98
7071,110
1169,152
3235,61
11375,8
5153,72
3237,107
3288,72
6722,114
1997,159
4177,170
7520,94
7258,94
10995,137
8483,141
8221,141
7573,105
3054,26
9567,111
8309,146
1664,107
6490,114
4415,119
10342,107
7789,110
3730,16
4891,48
10245,174
11249,30
6978,53
2614,77
2688,26
772,61
409,9
11622,19
510,61
8380,147
3220,72
9500,178
2502,21
1131,179
10372,107
3713,170
5319,94
2,35
9625,65
5296,110
11481,164
6985,69
8468,152
10823,164
10534,61
1198,61
9530,178
719,26
2221,159
2996,155
1251,72
929,21
5501,111
8407,34
2125,47
1492,134
7526,19
2391,166
10302,61
2628,109
4319,141
943,77
4754,69
10161,21
1281,72
11541,164
773,16
7160,19
11279,164
9078,30
3192,43
10594,61
43,170
4390,142
6005,152
5683,101
10587,21
480,144
8960,159
4538,13
8896,174
5520,110
4936,59
9506,103
11309,164
9145,97
2863,110
2601,110
2675,59
7928,133
10741,57
7606,82
223,114
759,94
7197,35
7183,137
3289,110
1907,79
11282,7
690,115
8527,61
10123,21
4371,34
9302,57
11146,119
6528,61
8050,72
9566,103
11370,12
2834,65
6645,57
8200,16
877,99
5086,137
796,110
9868,37
5974,10
9334,103
9936,171
6694,107
90,69
11738,7
125,63
3600,106
4037,107
7048,46
826,110
8186,94
4810,30
6326,61
4944,30
7464,109
9951,48
9357,63
4725,107
9551,114
1951,111
3805,107
990,110
2547,142
9641,7
1592,178
7329,42
7568,58
4780,164
3833,61
4493,107
3433,127
5231,36
8378,48
10618,110
6122,15
7720,48
1834,61
8081,27
4872,103
2929,35
3426,87
8916,74
4150,118
3863,61
10291,65
744,30
7750,48
10441,9
8237,166
4164,174
2262,107
4939,170
4328,16
5508,98
7306,7
346,142
7500,58
2773,30
1195,87
3113,98
10193,65
3548,26
298,101
2290,61
11591,40
2028,61
9199,146
8514,43
11667,35
4358,16
6311,48
8229,59
7604,7
8815,156
427,107
10485,65
3877,93
938,30
5681,2
5089,63
11577,118
11686,61
89,61
11195,174
5354,115
8365,54
8245,137
6789,157
7620,85
5075,141
4551,141
9878,164
354,113
9195,107
857,175
2758,17
3418,63
11525,62
7256,158
7254,85
349,119
1543,99
3461,110
8103,30
11799,72
21,61
10953,21
6187,65
10755,36
9637,51
7622,107
7226,107
3186,63
8043,137
7038,56
10109,46
9542,164
9676,164
9387,61
11641,21
10713,160
8646,26
9044,72
8722,21
7753,159
805,119
3595,59
9417,61
1656,110
1730,59
5352,152
9930,57
1031,58
1829,38
2753,157
6760,61
9470,72
2866,34
9373,139
515,141
7158,107
8195,103
4361,127
9125,10
10585,109
3639,142
9826,57
4016,65
6767,77
11657,99
7105,72
6843,72
5189,107
5263,56
8738,99
656,130
1602,8
5399,102
1491,177
8280,160
8463,52
6611,72
898,13
6225,36
11651,38
2958,107
415,44
3090,34
7893,57
6107,165
3603,30
567,34
1984,59
5533,51
3122,107
2860,107
6475,160
10420,152
2888,61
3152,107
2890,107
11467,55
6701,99
2545,72
1287,107
11345,65
11782,66
5882,181
11083,65
2522,61
10466,96
2656,61
9084,65
1874,25
7490,151
335,10
7143,43
11336,137
10940,137
11113,65
7180,110
4602,26
4808,94
7881,157
7256,105
9114,65
2341,26
7124,151
7258,151
3263,72
687,61
3290,175
425,61
6872,115
2508,139
689,107
3762,170
7472,110
823,107
7251,111
6552,110
1538,52
4972,94
8709,137
7286,105
8420,34
9144,65
1113,61
8762,148
10317,107
7281,111
6978,110
8098,141
1166,72
3808,114
4278,63
10962,30
3560,12
4814,43
8912,65
4583,110
8413,152
648,82
10345,61
821,10
5319,151
998,57
3972,114
3512,129
11767,26
738,133
10247,61
9851,61
2509,94
11843,21
7473,65
10626,57
5920,152
4041,69
11548,103
1927,119
8310,158
10094,169
10490,169
10605,119
1269,119
7229,55
5113,59
7303,4
11302,47
4777,110
547,134
184,82
9060,97
10918,57
6762,30
6896,30
7620,61
10270,21
2229,53
1866,1
4955,8
8370,0
10307,61
10785,63
3204,110
2546,110
1921,58
5584,152
10797,73
7726,56
5274,111
2335,48
11702,115
6445,107
8800,119
759,151
2710,110
299,166
6424,169
472,94
9536,160
8226,5
3487,152
7807,21
10845,63
9092,119
10063,27
9760,26
1735,29
6988,103
9566,160
9681,110
345,110
875,110
7763,72
8233,21
4292,148
7041,87
8994,119
4442,92
3982,107
187,59
643,110
9672,155
296,2
1548,152
11319,80
1682,152
1756,101
5171,93
3352,61
9436,63
7996,27
9250,58
6041,134
4523,30
180,177
1751,107
2945,87
2582,35
11310,152
9369,130
6397,119
7987,99
9616,7
1517,61
