ques,bundle
4839,3456
6936,5159
10582,7824
4985,3510
7602,5508
2815,1972
5910,4268
6443,4768
8774,6409
6869,5105
10976,8128
4211,2840
2220,1533
1879,1240
10313,7555
7493,5457
1863,1232
7036,5218
1587,1068
8839,6474
135,69
1812,1186
10719,7950
2851,2046
4970,3508
3499,2496
3265,2329
7045,5223
9242,6864
9280,6890
10649,7891
4271,3012
3856,2733
5599,3975
8551,6192
10860,8074
1643,1084
7773,5632
9175,6810
773,447
3849,2730
690,412
3868,2743
11128,8239
5070,3567
1281,853
11606,8537
8566,6207
11191,8295
7939,5786
9541,7052
8906,6541
5332,3752
1230,807
5717,4088
10445,7687
11580,8521
2709,1939
11599,8534
6590,4885
8971,6606
4704,3365
3107,2214
6672,4954
3439,2458
4767,3421
10138,7392
10009,7278
3119,2224
7605,5509
6282,4624
2060,1385
3049,2165
6695,4793
10153,7407
877,517
10512,7754
5916,4274
2564,1827
3364,2405
6468,4787
8293,6031
9038,6673
2226,1539
2880,2063
6338,4677
10319,7561
7220,5294
892,532
1100,710
8409,6098
11427,8440
6776,5024
3524,2515
9286,6896
8219,5974
7235,5309
1118,700
7114,5248
3454,2456
10866,8080
9469,7017
8402,6095
5983,4341
5494,3884
3890,2757
9105,6740
2293,1606
3308,2338
7329,5358
10386,7628
11609,8538
10685,7924
2817,2020
186,87
8912,6547
1404,949
502,323
5192,3667
2731,1953
10038,7295
5255,3723
6634,4917
1185,767
3695,2639
4710,3371
7843,5700
8624,6265
7194,5254
6991,5191
1602,1055
7713,5590
8453,6117
8158,5940
7735,5608
7927,5778
8708,6343
279,143
6115,4473
5702,4075
5067,3564
1474,991
757,441
2909,2080
8979,6614
6578,4877
3326,2368
10518,7760
11774,8618
10237,7481
5528,3895
854,495
3085,2198
1648,999
11665,8567
913,550
2601,1856
4385,3099
9479,7021
9787,7137
976,606
8775,6410
3192,2031
3546,2529
3945,2763
4153,2941
1880,1241
2133,1458
7422,5390
9491,7031
9618,7072
10585,7827
5989,4347
5133,3608
9111,6746
6872,5108
1407,950
2842,2039
1426,963
8005,5832
11358,8393
524,337
9252,6870
790,456
1590,1071
8842,6477
517,334
5652,4028
10844,8064
8554,6195
10074,7328
3166,2257
7949,5792
4614,3285
2931,2094
3184,2274
3745,2607
11112,8229
5073,3570
8366,6080
8660,6298
1958,1295
11194,8298
11780,8624
9528,7047
8461,6125
11279,8342
4560,3170
651,391
2614,1865
8359,6077
4859,3466
5852,4210
6533,4837
5318,3751
8716,6351
3050,2166
2535,1757
10255,7497
2626,1875
4558,3245
6447,4770
8102,5899
6185,4541
9615,7056
9513,7045
6459,4780
4991,3514
10591,7833
8053,5862
880,520
7110,5235
28,11
6815,5058
2507,1779
148,76
132,68
385,248
2864,2053
6878,5114
2229,1542
546,351
1888,1249
1929,1250
9274,6884
10322,7564
3534,2521
8403,6096
815,475
8848,6483
11506,8482
7767,5626
8232,5985
8516,6158
11499,8479
6036,4394
8560,6201
7782,5641
11603,8536
8509,6155
10439,7681
4639,3304
7844,5701
4215,2976
11200,8304
4882,3476
5410,3824
486,313
3686,2632
4761,3415
6704,4974
8915,6550
3142,2239
6495,4800
5239,3713
7083,5236
7644,5532
10454,7696
4189,2960
4208,2973
6539,4843
6637,4920
4713,3374
1153,749
8627,6268
11058,8076
2054,1379
9485,7016
10147,7401
11540,8493
9621,7062
11765,8611
6228,4577
9640,7075
282,146
3969,2812
9032,6667
8430,6104
2893,2070
6484,4799
4488,3148
6291,4633
4386,3100
4506,3202
11758,8608
3329,2371
6221,4574
7255,5319
5925,4283
2532,1798
3547,2530
9047,6682
6770,5018
8406,6097
2121,1446
7229,5303
1030,655
11000,8148
207,93
9790,7140
979,609
6785,5033
3887,2756
10638,7880
1674,1107
1605,1007
4244,2993
2833,2032
1417,956
7468,5440
1838,1215
4054,2869
5136,3611
7192,5276
1562,1051
9227,6855
1581,1064
7176,5268
1391,940
489,314
9236,6860
511,332
3224,2304
5201,3676
5261,3727
10775,8006
1,1
3094,2194
9403,6973
6643,4926
3157,2250
5428,3840
6109,4467
4605,3278
1785,1180
3827,2718
7722,5599
8462,6126
2925,2092
6958,5166
3972,2813
7952,5795
7284,5336
6121,4477
288,152
1797,1190
8350,6070
11039,8173
6297,4639
6524,4830
11453,8456
4177,2952
11678,8574
3335,2377
3101,2210
1771,1174
6186,4542
3414,2441
10246,7490
654,394
2617,1868
6438,4763
11051,8183
8769,6404
1388,847
9340,6930
4992,3515
3562,2541
9324,6922
3916,2773
11259,8334
6450,4773
9796,7146
7143,5225
6747,4996
2480,1755
8044,5855
8784,6419
3909,2770
373,236
4266,3007
6888,5120
4978,3509
7474,5446
3506,2501
3272,2334
11393,8418
10016,7270
2282,1595
7404,5387
10716,7947
10375,7617
514,333
8387,6086
7191,5279
799,465
8197,5962
10781,8012
8491,6143
7770,5629
9447,7005
5661,4037
4883,3477
1990,1315
9421,6989
4214,2830
10083,7337
7958,5801
4752,3408
8477,6137
5846,4204
4430,3128
2706,1936
6679,4959
4414,3120
4180,2953
4433,3133
8968,6603
3044,2160
7077,5234
5413,3827
3689,2635
4764,3418
3126,2229
6460,4777
6463,4782
1561,1030
6542,4846
2057,1382
4507,3203
1728,1143
9570,7058
10150,7404
8424,6102
5913,4271
25,10
7332,5352
379,242
145,75
899,537
6850,5083
11001,8149
6734,4908
8062,5871
11415,8432
11399,8424
138,72
10991,8141
8226,5979
7242,5314
4284,3023
2307,1614
5306,3714
11408,8429
9283,6893
7232,5306
7776,5635
1491,984
9878,7187
2189,1514
1373,928
7104,5242
3871,2746
6045,4403
8569,6210
3225,2305
10919,8093
1996,1321
7538,5470
6710,4793
10089,7343
4057,2872
2608,1848
9874,7189
483,312
10448,7690
9230,6858
6998,5196
7853,5710
5697,4070
4707,3368
9743,7120
77,38
2854,2025
7723,5600
5419,3833
1169,761
1188,774
761,441
7653,5541
7732,5605
6548,4852
1500,1009
7924,5775
8705,6340
276,140
3287,2294
3963,2806
4722,3383
6112,4470
11762,8610
2063,1388
8427,6103
10156,7410
6367,4696
10515,7757
11755,8607
6218,4573
3092,2203
11273,8338
11653,8559
9041,6676
11004,8150
4411,3117
851,492
6300,4642
1945,1288
5104,3569
2459,1738
10580,7822
4262,2994
3338,2380
7245,5315
1046,667
204,92
11016,8160
6441,4766
4591,3169
4811,3438
2471,1748
5504,3890
1877,1238
2130,1455
2870,1982
3565,2544
7197,5274
2735,1794
9799,7149
7462,5434
1395,942
10717,7948
2195,1520
8012,5837
9108,6743
3497,2494
9259,6875
10647,7889
4269,3010
6051,4409
5597,3973
8021,5842
2336,1644
7477,5449
505,326
9173,6808
9233,6859
7182,5272
10832,8056
2348,1654
7745,5614
8904,6539
5210,3685
4602,3277
8456,6120
4621,3290
10784,8015
7738,5611
9412,6982
2707,1937
3988,2825
6118,4476
5664,4040
6670,4952
1993,1318
4190,2959
10007,7276
11777,8621
2732,1886
3117,2222
3411,2440
5849,4207
6262,4605
4398,3110
1967,1302
4436,3136
3047,2163
8128,5917
4227,2962
10252,7494
3344,2386
6195,4551
5914,4272
6466,4785
8778,6413
2878,2061
6336,4675
1902,1257
3590,2563
10317,7559
6822,5063
1712,1133
9700,7102
9805,7155
139,73
7487,5453
10992,8142
4111,2908
3522,2513
382,245
8217,5972
9284,6894
10653,7895
5603,3979
445,301
8280,6028
8400,6093
5981,4339
1318,869
8150,5918
8384,6085
8845,6480
2291,1604
4287,3026
5744,4103
7105,5243
10384,7626
2354,1660
10683,7922
1485,982
7536,5466
7789,5646
3467,2469
1364,921
11335,8373
4877,3471
8910,6545
1410,808
7320,5353
10790,8021
7779,5638
2729,1951
10036,7293
2306,1619
1297,867
7990,5821
4029,2852
8490,6144
6692,4966
1816,1203
3693,2637
5016,3522
5670,4046
7841,5698
8622,6263
2722,1948
6048,4406
1999,1324
4022,2849
10092,7346
333,73
7521,5464
10451,7693
1160,754
4780,3430
5855,4213
277,141
6536,4840
590,372
7856,5713
7749,5587
8637,6278
8977,6612
3053,2169
9381,6961
5422,3836
4501,3197
10516,7758
7656,5544
6551,4855
3966,2809
6342,4681
3656,2583
11014,8156
4383,3097
8056,5865
4930,3495
3039,2126
10011,7249
11533,8492
5922,4280
3544,2527
11637,8549
9779,7128
388,251
2131,1456
9044,6679
11260,8333
2210,1520
9489,7029
2677,1895
10583,7825
5987,4345
3556,2537
7248,5318
10921,8086
1049,670
6792,5038
5131,3606
8235,5988
1296,776
9109,6744
1681,1112
10390,7632
9466,7018
5507,3893
5273,3726
1569,1056
2309,1620
1588,1069
3238,2312
1693,1122
4654,3159
5146,3621
101,49
617,380
3715,2651
9224,6852
3231,2309
4218,2979
6054,4412
10823,8049
10928,8102
94,46
176,85
9658,7080
10826,8054
508,329
9176,6811
9864,7185
10457,7699
593,373
4612,3283
1264,837
4672,3334
7669,5553
5071,3568
6640,4923
3641,2594
8983,6618
9650,7081
7618,5507
11778,8622
3824,2715
1766,1169
8459,6123
649,389
11768,8614
9643,7078
8714,6349
11752,8606
3089,2202
11790,8632
3108,2215
10253,7495
10165,7419
2624,1873
4408,3116
8100,5897
1901,1249
6183,4539
10524,7766
999,623
7258,5322
2213,1521
3395,2430
6306,4646
6941,5157
7502,5453
9050,6685
9905,7199
4401,3113
6457,4778
7587,5497
4989,3512
9495,7035
10589,7831
5286,3735
6814,5052
5305,3748
6621,4886
1722,1139
7580,5494
8781,6416
6876,5112
2420,1706
7497,5459
2227,1540
5513,3899
8278,6024
1886,1247
2846,2043
7101,5230
10320,7562
2966,2108
3260,2326
3513,2506
1696,1123
5591,3967
1715,1136
3425,2430
8208,5965
8846,6481
7471,5443
2855,2048
10726,7957
4535,3170
8220,5975
10656,7898
116,60
6060,4418
5606,3982
7758,5621
8558,6199
5204,3679
6691,4958
9182,6817
9536,7049
10778,8009
11136,8242
2294,1607
3837,2724
11594,8531
11198,8302
1830,685
8913,6548
3684,2630
8465,6129
8484,6142
6980,5182
5724,4095
7508,5338
9522,7043
8720,6355
250,117
1800,1193
1151,747
8625,6266
3408,2439
10013,7280
10887,8073
10145,7399
6189,4545
1631,1091
2579,1833
7195,5228
11054,8186
1751,1156
9844,7178
720,416
6482,4797
5308,3749
10261,7503
884,524
3353,2395
5923,4281
7500,5460
3371,2412
8047,5858
8787,6422
6901,5131
2233,1546
6768,5016
6345,4684
896,534
10326,7568
7227,5301
10998,8146
11631,8547
8059,5868
4291,3028
11396,8421
8397,6092
7239,5311
4281,3020
6783,5031
391,254
3885,2754
7357,5303
11329,8367
8390,6089
701,416
2812,2017
5990,4348
2300,1613
9612,7070
10393,7635
1389,938
1408,951
1456,699
7987,5820
4045,2864
8919,6554
3222,2302
5364,3778
9588,7063
6641,4924
3155,2248
4939,3491
5679,4055
6995,5193
4777,3429
5252,3722
7850,5707
8631,6272
7720,5597
2008,1333
9642,7070
163,80
7931,5780
6119,4475
286,150
6504,4811
3625,2584
8986,6621
7361,5371
6418,4744
10525,7767
4589,3270
1750,1159
2615,1866
3915,2767
902,540
4522,3216
645,389
6916,5142
9896,7192
11257,8332
8084,5887
4818,3443
4142,2931
1986,1291
2712,1920
2478,1753
6849,5088
397,260
9498,7038
723,430
2392,1686
995,623
10592,7834
1583,1059
5289,3738
1330,613
5140,3615
1706,1129
8244,5997
9118,6753
7402,5385
10714,7945
11242,8330
2192,1517
6879,5115
3479,2479
7567,5489
8009,5834
9678,7090
9240,6864
7189,5277
107,53
3161,2254
6063,4421
7726,5603
5207,3682
9185,6820
9419,6987
3173,2264
6125,4481
5077,3572
5330,3752
1080,680
11680,8569
11284,8340
3015,2092
11784,8626
11201,8305
1810,1199
7627,5516
4762,3416
8468,6132
4867,3469
3418,2445
8097,5896
8116,5909
4544,3230
234,107
8723,6358
9731,7114
1154,750
7499,5452
8106,5901
9508,7042
10262,7504
4840,3457
6192,4548
2484,1759
9356,6944
3578,2555
4331,3058
9501,7039
9914,7208
456,304
2859,2050
1061,680
5295,3744
887,527
11724,8588
136,70
8224,5977
535,341
8284,6028
4282,3021
10720,7951
2852,2047
2236,1549
9281,6891
10329,7571
1540,1028
7230,5304
129,67
5600,3976
113,59
2785,1993
4294,3031
4101,2902
7334,5361
7774,5633
8855,6490
3869,2744
8504,6152
10665,7907
5615,3991
7786,5643
8567,6208
2736,1956
11332,8370
8377,6084
1839,1216
10787,8018
1823,1208
4646,3311
2710,1940
6996,5194
5800,4158
1813,1200
11207,8311
4636,3303
8922,6557
5417,3831
7091,5239
4768,3422
6989,5191
6546,4850
11656,8551
3120,2225
3139,2238
3626,2585
3158,2251
8321,6044
4720,3381
3538,2472
8634,6275
1179,769
9575,7058
4439,3139
2061,1386
8131,5920
10154,7408
10214,7459
3306,2351
3619,2582
10217,7464
6409,4737
6469,4788
4833,3443
1760,1165
289,153
9039,6674
6339,4678
849,490
7345,5361
6361,4696
6421,4747
11248,8325
7996,5816
2242,1555
6777,5025
3016,2144
2128,1453
3563,2542
7236,5310
9287,6897
9306,6910
9470,7018
5984,4342
819,476
3477,2475
698,415
717,428
615,380
10939,8105
7792,5649
8573,6214
3470,2472
7577,5495
11338,8376
11236,8328
7180,5270
5143,3618
7405,5388
10402,7644
4225,2984
9681,7093
10830,8054
4051,2868
3696,2640
515,334
3820,2706
7173,5267
1249,824
5249,3721
1331,893
7382,5377
5773,4135
7736,5609
3648,2599
3500,2472
9410,6980
6650,4933
6498,4805
6116,4474
7859,5716
1968,1184
8640,6281
7375,5374
9384,6964
5425,3839
11569,8514
10519,7761
11775,8619
6128,4484
751,439
295,159
5279,3721
4415,3121
855,496
4181,2954
6304,4646
11460,8463
11787,8629
9335,6927
1775,1176
3342,2384
1437,888
4174,2951
8776,6411
9991,7268
7071,5232
8119,5912
9309,6911
2134,1459
3569,2548
8176,5894
10586,7828
9803,7153
2427,1711
2487,1762
5520,3904
9112,6747
8215,5970
4982,3511
10711,7944
2843,2040
1427,964
4083,2890
5149,3624
104,52
1649,784
10723,7954
2352,1658
2959,2107
9189,6822
1436,905
2769,1983
11143,8247
10788,8019
7777,5636
9179,6814
11703,8584
3654,2605
11307,8355
9201,6832
1814,1201
5668,4044
4871,3471
2720,1946
6605,4893
1997,1322
9529,7048
10090,7344
6134,4490
1826,1211
5721,4092
7624,5515
5853,4211
10001,7272
4616,3137
4440,3140
8975,6610
11793,8635
477,310
9728,7113
10256,7498
2586,1838
1170,762
2627,1876
9585,7064
3946,2790
6549,4853
3123,2228
8732,6367
9372,6956
9578,7061
1732,1145
7112,5232
2064,1389
10157,7411
6201,4557
1077,692
2512,1781
5920,4278
1725,1142
6412,4740
386,249
6898,5128
1007,633
2230,1543
551,353
3770,2685
8066,5873
10323,7565
11403,8426
8849,6484
525,300
8233,5986
2245,1558
6780,5028
5505,3891
9464,7016
9290,6900
5609,3985
8561,6202
2794,2002
4031,2810
1980,1260
6694,4961
6713,4974
9746,7116
9765,7129
1396,943
4640,3305
3229,2307
529,311
6052,4410
7795,5652
8576,6217
9758,7126
1874,689
4147,2914
4608,3272
5475,3877
1829,1212
8916,6551
10096,7350
5361,3775
5240,3714
5746,4111
10455,7697
1262,835
1322,886
85,41
7901,5755
1762,1158
4714,3375
5426,3840
11542,8490
7366,5367
3632,2589
8712,6347
283,147
3970,2813
3989,2826
4729,3390
4596,3275
6485,4800
2070,1395
3312,2355
10163,7417
10522,7764
5926,4284
2533,1799
3792,2699
3539,2482
9048,6683
6923,5147
9903,7197
4399,3111
1147,602
6348,4687
858,499
11011,8157
1031,656
2545,1809
8779,6414
9959,7250
6786,5034
5511,3897
9296,6906
2137,1462
1675,1108
10956,8113
1713,1134
2313,1624
5993,4351
2834,2033
7469,5441
7574,5494
5523,3907
4074,2883
8181,5943
9115,6750
6902,5101
10929,8101
2767,1979
10654,7896
7801,5658
4086,2893
9180,6815
7008,5204
7027,5217
11134,8240
2779,1989
6644,4927
3645,2598
5217,3692
7935,5779
8463,6127
4862,3464
5722,4093
11291,8345
3170,2261
248,115
1798,1191
5017,3523
8649,6290
748,438
8475,6137
11683,8576
10528,7770
655,395
2618,1869
11052,8184
5856,4214
8113,5906
6373,4706
7068,5231
3054,2170
9693,7090
1056,675
10199,7450
10259,7501
2477,1637
3351,2393
9715,7108
8299,6032
1451,975
2481,1756
8785,6420
3575,2552
1008,634
1615,1083
143,75
998,626
10595,7837
2850,2003
9121,6756
6927,5120
10660,7902
4108,2907
5610,3986
11327,8365
8388,6087
2956,2106
8852,6487
5158,3633
8236,5989
2298,1611
9550,7054
9429,6993
10391,7633
9448,7006
7102,5242
8485,6141
8917,6552
10084,7338
7959,5802
9526,7047
4643,3308
7621,5514
5677,4053
7848,5705
8629,6270
11480,8472
4219,2980
11204,8308
6481,4787
2006,1331
10099,7353
9865,7186
11226,8326
474,309
6143,4499
7005,5201
10458,7700
2643,1888
5862,4220
50,18
6543,4847
8138,5925
7904,5758
1598,984
8984,6619
4717,3378
11802,8644
9718,7109
10265,7507
11070,8200
8425,6103
9359,6947
3072,2186
11528,8489
6349,4688
900,538
5315,3714
11753,8607
9628,7071
6488,4803
2073,1398
3783,2692
8418,6100
6914,5140
11002,8150
2986,2119
830,479
11420,8434
4121,2916
200,83
5929,4287
11746,8604
7243,5315
395,258
9051,6686
2239,1552
6926,5150
10332,7574
4809,3438
2390,1684
4914,3491
5994,4352
4297,3034
2807,1972
8858,6493
5138,3613
8242,5995
7125,5215
4907,3488
10397,7639
1514,1003
7565,5487
9762,7128
4805,3440
1852,1227
1678,1111
2316,1627
7558,5484
9755,7125
89,43
4058,2873
4798,3437
98,48
7164,5264
6061,4419
8585,6226
9398,6972
601,376
1189,775
3171,2262
7011,5207
10464,7706
1271,844
7910,5764
2714,1794
6647,4930
9391,6969
8990,6625
4723,3384
11782,8624
1201,785
11092,8214
4948,3502
11551,8499
8466,6130
11756,8608
11278,8340
232,105
1321,786
292,156
8721,6356
1801,1194
3764,2668
4526,3220
3409,2440
2079,1404
6301,4643
10172,7426
8088,5891
10531,7773
6190,4546
3931,2781
2482,1757
3576,2553
2874,2052
2839,2031
9057,6692
9499,7037
9912,7206
10596,7838
1059,678
6802,5046
5293,3742
7055,5226
3588,2563
2832,2028
533,339
1875,1237
8788,6423
4192,2943
7314,5342
111,57
2783,1991
9548,7050
7478,5450
9124,6759
1636,1076
1534,1028
2776,1988
10663,7905
8192,5961
769,444
7515,5453
6319,4646
5211,3686
11140,8244
1233,807
10785,8016
1546,1038
3670,2615
9413,6983
6593,4885
9432,6996
6612,4898
6653,4936
5798,4156
7969,5808
4027,2852
11205,8309
11117,8233
7089,5237
10800,8031
6586,4882
10008,7277
5731,4102
5450,3860
6131,4487
3118,2223
8727,6362
5007,3519
4437,3137
8129,5918
44,16
10938,8086
3345,2387
6196,4552
9360,6948
4351,3070
2646,1891
4664,3301
5865,4223
6467,4786
1904,1254
7058,5227
6337,4676
3591,2564
3610,2577
1084,697
10268,7510
891,531
3360,2402
4363,3080
6479,4796
9806,7156
2430,1714
539,345
6757,5006
558,358
3758,2677
8794,6429
8412,6098
2240,1553
824,477
10882,8083
10333,7575
11515,8484
7234,5308
11740,8602
6917,5143
4520,3148
4298,3035
5554,3930
4124,2919
1419,808
6787,5033
4288,3027
398,261
9547,7053
2355,1661
9607,7067
7790,5647
11336,8374
3468,2470
11146,8250
11621,8543
8861,6496
10400,7642
3461,2467
9204,6835
4049,2866
1248,818
5671,4047
8926,6561
7697,5577
1665,1106
918,354
2000,1325
10093,7347
8161,5940
174,85
735,418
1709,1112
9656,7080
9862,7185
11104,8145
4652,3317
3162,2255
5686,4062
7857,5714
8638,6279
2659,1900
4443,3143
10900,8086
11213,8317
2015,1340
9382,6962
10108,7362
1192,778
7141,5251
5871,4229
293,157
6552,4856
8993,6628
4726,3387
6233,4581
223,98
10895,8092
4935,3497
6798,5033
10223,7470
6415,4743
9326,6922
11743,8603
3567,2546
4823,3441
2211,1521
3396,2435
9982,7263
9966,7255
6793,5039
404,267
4332,3059
2883,2035
3571,2409
9467,7019
5508,3894
2841,2038
3474,2476
6805,5049
5530,3912
2310,1621
4306,3043
5147,3622
8251,6004
102,50
10721,7952
6055,4413
95,47
114,60
1335,897
5326,3745
2681,1914
1265,838
7863,5720
6070,4428
1347,907
5214,3689
1511,1015
2693,1924
7020,5216
6132,4488
10473,7715
6596,4888
5321,3751
8715,6350
4350,3062
11791,8633
4410,3113
7615,5510
2625,1874
8101,5898
241,114
8730,6365
301,165
9906,7200
11847,8686
2637,1884
2088,1413
3348,2390
6199,4555
2491,1766
1075,690
3585,2562
4354,3073
9610,7057
9066,6701
9921,7215
530,338
1005,631
6748,4999
3768,2683
6811,5055
1716,1137
6736,4881
11376,8404
542,348
9545,7049
10727,7958
8275,6027
1413,806
10657,7899
5607,3983
2792,2000
11615,8541
10672,7914
11301,8351
5622,3998
9195,6828
11339,8377
5489,3883
692,413
8914,6549
5220,3695
7543,5475
3114,2172
10794,8025
5725,4096
7292,5341
251,118
3429,2449
5807,4165
1820,1207
7095,5241
11214,8318
6993,5193
3213,2299
7139,5247
3950,2794
5500,3870
161,80
1183,771
1857,1210
8641,6282
6970,5182
2662,1903
4446,3146
6483,4798
2068,1393
3797,2700
10161,7415
9385,6965
154,77
3354,2396
6205,4561
8302,6035
10224,7471
8011,5836
1011,637
340,203
6346,4685
2469,1629
4091,2810
8803,6438
5276,3724
11521,8488
4902,3483
9957,7248
6784,5032
10891,8092
392,255
2135,1460
9294,6904
8436,6092
5991,4349
8239,5992
3984,2805
9113,6748
2301,1614
10035,7289
11618,8542
10394,7636
7799,5656
11345,8383
11364,8396
3730,2659
612,379
1558,1048
6580,4865
188,88
5365,3779
5150,3625
5750,4115
1662,1105
2964,2079
10409,7651
5680,4056
9979,7249
7367,5366
2009,1334
1338,900
10102,7356
11017,8150
3168,2259
3655,2606
4730,3389
9518,7039
6505,4812
7379,5376
7866,5723
8647,6288
8666,6301
8987,6622
11764,8609
7929,5779
4742,3399
3854,2708
1770,1173
4533,3225
2616,1867
5880,4238
2822,1972
9986,7265
862,503
9002,6637
11794,8636
2076,1401
3805,2708
4545,3235
10169,7423
8085,5888
8104,5901
4336,3061
3928,2778
2141,1466
2836,2028
1442,970
996,624
4155,2942
3253,2316
10593,7835
5290,3739
5997,4355
7423,5395
9119,6754
14,5
2405,1697
3752,2673
5536,3916
3249,2318
8196,5961
5156,3631
8850,6485
10730,7961
1515,1017
6064,4422
9186,6821
9439,7001
11042,8169
3174,2265
5445,3855
686,411
1214,796
1274,847
4641,3306
4240,2962
7872,5729
7283,5334
11202,8306
3673,2622
5457,3865
5223,3698
8368,6081
4868,3470
6141,4497
5728,4099
7691,5573
5860,4218
8136,5923
7902,5756
8724,6359
254,121
1642,1098
11800,8642
1513,984
2695,1893
6961,5175
11068,8198
3953,2797
2504,1773
8739,6374
461,306
10599,7841
5549,3925
7204,5283
3357,2399
6208,4564
7429,5401
5927,4285
555,355
1014,640
2237,1550
2449,1729
9267,6880
10330,7572
2786,1994
7339,5363
4295,3032
8856,6491
8240,5993
11619,8543
10736,7967
4905,3486
2252,1565
3709,2642
11508,8483
10666,7908
7373,5361
11714,8588
5616,3992
8568,6209
9442,7002
9461,7015
689,412
4056,2871
1549,1041
4647,3312
5741,4108
6615,4901
5801,4159
7549,5479
7802,5659
8583,6224
11208,8312
8923,6558
5229,3704
3818,2706
5368,3782
10803,8034
5734,4105
7009,5205
5753,4118
10462,7704
2666,1905
7380,5377
7908,5762
6645,4928
5683,4059
4721,3382
1120,719
4826,3435
1180,770
11549,8497
2012,1337
3307,2352
10218,7465
3076,2190
2902,2074
290,154
4524,3218
4376,3091
749,439
334,197
2077,1402
3787,2696
3806,2709
6571,4871
6230,4578
10170,7424
4246,2981
2522,1789
6214,4570
1694,1112
6422,4748
10529,7771
5933,4291
742,436
3400,2435
9055,6690
10336,7578
6374,4707
9634,7077
7342,5364
6800,5044
969,600
633,385
4320,3051
3852,2717
4146,2935
6863,5100
6942,5164
8174,5894
10048,7296
7046,5221
7395,5375
401,264
2144,1469
4313,3048
6723,4982
6742,4995
6000,4358
7476,5448
6979,5167
3727,2658
3493,2491
7039,5218
9122,6757
10403,7645
3423,2432
7571,5493
2332,1641
11230,8326
7808,5665
8929,6564
5374,3788
4665,3328
2941,2099
7015,5211
1332,894
9411,6981
6651,4934
7671,5552
11555,8503
11574,8516
9423,6991
3177,2268
5448,3858
8653,6292
2633,1875
2927,2093
296,160
4771,3350
7080,5232
7622,5515
7875,5732
11567,8513
3031,2150
3404,2432
10535,7777
4212,2834
4998,3514
4561,3247
8120,5913
238,111
6380,4713
10266,7508
4361,3078
1439,969
2428,1712
2488,1763
1600,1072
8792,6427
3582,2559
9712,7107
6818,5060
7420,5394
2150,1475
9918,7212
11719,8587
4104,2900
10602,7844
549,353
2987,2120
5552,3928
9128,6763
124,66
7978,5806
10667,7909
8396,6090
11144,8248
2789,1997
8859,6494
5165,3640
4048,2860
10739,7970
11308,8356
9436,7000
3459,2465
9202,6833
10032,7290
6606,4894
7540,5472
4942,3487
5470,3872
1220,800
6688,4963
6135,4491
8365,6080
10022,7282
11589,8527
10006,7274
4650,3315
7000,5198
6618,4904
5804,4162
11211,8315
6150,4506
9396,6941
3947,2791
5869,4227
6550,4854
8145,5932
7911,5765
263,130
4724,3385
11809,8651
10272,7514
4933,3495
6202,4558
1078,693
2513,1782
10221,7468
1116,719
3079,2193
6224,4576
4379,3094
8052,5862
9635,7078
571,367
337,200
3540,2524
5558,3934
5936,4294
402,265
9894,7194
2246,1559
11401,8425
7120,5249
10339,7581
4140,2933
4304,3041
8865,6500
4911,3490
8249,6002
3526,2481
10745,7976
7572,5494
1565,1053
1584,1066
5625,4001
7796,5653
8577,6218
93,45
3145,2237
1333,895
3812,2700
4786,3431
7748,5612
1263,836
7025,5217
3979,2813
8592,6233
10923,8103
11217,8321
8932,6567
770,445
6334,4582
5298,3727
7662,5545
1196,782
4668,3331
1509,1013
4943,3499
7018,5214
7386,5381
8654,6293
10471,7713
8186,5959
2957,2078
9662,7086
11546,8496
6654,4937
8997,6632
2605,1855
8644,6285
2918,2086
11434,8440
8353,6072
11539,8493
10164,7418
11558,8506
6587,4883
6227,4577
6246,4590
10227,7474
7280,5335
1141,738
239,112
299,163
739,435
4846,3458
7210,5276
343,206
2086,1411
3034,2153
6946,5166
10179,7433
10538,7780
3919,2775
5942,4300
6955,5171
630,384
6320,4660
9064,6699
9919,7213
4162,2947
1108,682
5297,3744
6809,5053
10957,8114
4326,3055
7490,5451
9706,7105
7575,5495
3487,2485
540,346
4977,3510
5524,3908
6758,5007
7052,5225
7179,5266
9268,6879
3256,2323
11367,8399
6009,4367
780,449
9131,6766
11135,8241
2338,1645
1406,847
9193,6826
9427,6993
5339,3754
5218,3693
11147,8251
5383,3797
7747,5615
10792,8023
4206,2966
1341,903
11292,8346
3997,2829
3042,2111
9205,6836
1211,793
3133,2229
1524,1024
3680,2627
11121,8235
8669,6304
3297,2337
6252,4596
3420,2444
7527,5467
6138,4494
4426,3127
305,169
7612,5511
2715,1874
4444,3144
6894,5002
4548,3238
10544,7786
3352,2394
6456,4776
3932,2740
8300,6033
9573,7060
6326,4666
1911,1261
3893,2748
1069,686
1551,689
1616,1084
3285,2340
9709,7106
10275,7517
5546,3922
9832,7176
8416,6100
11380,8408
8801,6436
10889,8090
11744,8604
951,586
1155,581
10611,7853
5561,3937
11496,8475
3862,2738
11737,8601
9137,6772
9551,7055
10733,7964
193,89
8386,6086
11505,8480
11343,8381
5345,3760
3874,2748
10026,7284
11153,8257
8868,6503
4796,3437
1236,812
9873,7190
5678,4054
8580,6221
2007,1332
10100,7354
11227,8327
9327,6909
11097,8217
1266,839
5693,4069
7905,5759
8139,5926
1484,998
4450,3150
2022,1347
9389,6969
11071,8201
1493,1003
5878,4236
4462,3160
